dataset,method,num_samples,dev,test,seed
gsm8k,LESS (KNN-Unif.),5000,0.9653715565800667,10.064407301997488,1
gsm8k,LESS (KNN-Unif.),5000,0.954427644610405,10.12495567981179,2
gsm8k,LESS (KNN-Unif.),10000,0.9699074253439903,10.901823974722168,0
gsm8k,LESS (KNN-Unif.),10000,0.9664849936962128,10.487842725026418,1
gsm8k,LESS (KNN-Unif.),10000,0.9994195848703384,10.806176579296816,2
gsm8k,LESS (RR),500,0.8845957592129707,8.307159084004828,0
gsm8k,LESS (RR),500,0.880913071334362,8.385046792626833,1
gsm8k,LESS (RR),500,0.8756376579403877,8.148246025117263,2
gsm8k,LESS (RR),1000,0.9361768141388893,8.580746557063637,0
gsm8k,LESS (RR),1000,0.929730661213398,8.369438206815104,1
gsm8k,LESS (RR),1000,0.9350018054246902,8.443811372159736,2
gsm8k,LESS (RR),2500,0.958946481347084,9.707999026260202,0
gsm8k,LESS (RR),2500,0.9761791005730629,9.694912770555451,1
gsm8k,LESS (RR),2500,0.9574306979775429,9.556468823717072,2
gsm8k,LESS (RR),5000,0.9507503807544708,10.074559861733391,0
gsm8k,LESS (RR),5000,0.963926300406456,10.218170118657271,1
gsm8k,LESS (RR),5000,0.9646694138646126,10.126938934846752,2
gsm8k,LESS (RR),10000,0.9595088586211205,10.522812935508862,0
gsm8k,LESS (RR),10000,0.9666742980480194,10.428562963614416,1
gsm8k,LESS (RR),10000,0.9803393483161926,10.689564758760627,2
gsm8k,LESS (UOT),500,0.8793604746460915,8.286236444506526,0
gsm8k,LESS (UOT),500,0.8765897676348686,8.279301754717938,1
gsm8k,LESS (UOT),500,0.8815342113375664,8.297684775779787,2
gsm8k,LESS (UOT),1000,0.909590058028698,8.59192690332339,0
gsm8k,LESS (UOT),1000,0.9372527673840523,8.492661937788817,1
gsm8k,LESS (UOT),1000,0.9309596568346024,8.488660039460687,2
gsm8k,LESS (UOT),2500,0.9627178683876991,9.567723697564022,0
gsm8k,LESS (UOT),2500,0.971553385257721,9.390305574415668,1
gsm8k,LESS (UOT),2500,0.9483567997813225,9.59391804225884,2
gsm8k,LESS (UOT),5000,0.9599291458725929,9.832009300668643,0
gsm8k,LESS (UOT),5000,0.9783420637249947,9.987308776224989,1
gsm8k,LESS (UOT),5000,0.952537976205349,10.133309364318848,2
gsm8k,LESS (UOT),10000,0.9661881998181343,10.913628005186114,0
gsm8k,LESS (UOT),10000,0.9627685472369194,10.491611845842177,1
gsm8k,LESS (UOT),10000,0.9574731737375259,10.647355451287421,2
gsm8k,RDS+ (RR),500,1.0248144045472145,9.709972612237822,0
gsm8k,RDS+ (RR),500,1.0294850170612335,9.564656322340426,1
gsm8k,RDS+ (RR),500,1.0215322077274323,9.59691060393755,2
gsm8k,RDS+ (RR),1000,1.0485698357224464,9.951518604301702,0
gsm8k,RDS+ (RR),1000,1.0505143702030182,9.824409313144063,1
gsm8k,RDS+ (RR),1000,1.0324554443359375,9.56606702717802,2
gsm8k,RDS+ (RR),2500,1.1229309290647507,10.348228526892672,0
gsm8k,RDS+ (RR),2500,1.121543250977993,10.471356665572946,1
gsm8k,RDS+ (RR),2500,1.1223841086030006,10.266711163105072,2
gsm8k,RDS+ (RR),5000,1.1124607250094414,10.493006839274999,0
gsm8k,RDS+ (RR),5000,1.1175258308649063,10.684441866524025,1
gsm8k,RDS+ (RR),5000,1.1193519607186317,10.776668050417491,2
gsm8k,RDS+ (RR),10000,1.09950852394104,11.422861069599005,0
gsm8k,RDS+ (RR),10000,1.0814746245741844,11.315615712195477,1
gsm8k,RDS+ (RR),10000,1.0947249010205269,11.497996871086393,2
gsm8k,Random,500,1.3264688476920128,8.403407930875927,0
gsm8k,Random,500,1.3336927369236946,8.287431088245846,1
gsm8k,Random,500,1.3211068585515022,8.254922637259806,2
gsm8k,Random,1000,1.3237216100096703,8.468782564109704,0
gsm8k,Random,1000,1.2808234319090843,8.479568117400568,1
gsm8k,Random,1000,1.2783408090472221,8.252912404231722,2
gsm8k,Random,2500,1.2421392872929573,8.897362347531265,0
gsm8k,Random,2500,1.2525451555848122,8.929870603299666,1
gsm8k,Random,2500,1.2627878934144974,8.816201999207353,2
gsm8k,Random,5000,1.160860762000084,9.167547254511765,0
gsm8k,Random,5000,1.1735431104898453,9.231619517128967,1
gsm8k,Random,5000,1.215011104941368,8.913484581317569,2
gsm8k,Random,10000,1.1372006088495255,9.156716976498364,0
gsm8k,Random,10000,1.1736038401722908,9.225680491886328,1
