dataset,method,num_samples,seed,true_metric
tydiqa,LESS (KNN-Unif.),5000,0,64.79421201083885
tydiqa,LESS (KNN-Unif.),5000,1,64.32163101758232
tydiqa,LESS (KNN-Unif.),5000,2,64.62331720936035
tydiqa,LESS (KNN-Unif.),10000,0,64.16511964563603
tydiqa,LESS (KNN-Unif.),10000,1,64.00678048255148
tydiqa,LESS (KNN-Unif.),10000,2,63.84459453851571
tydiqa,LESS (KNN-KDE),500,0,61.87005565140235
tydiqa,LESS (KNN-KDE),500,1,62.15399584002939
tydiqa,LESS (KNN-KDE),500,2,61.83327991520595
tydiqa,LESS (KNN-KDE),1000,0,63.26984703350677
tydiqa,LESS (KNN-KDE),1000,1,63.50948186295562
tydiqa,LESS (KNN-KDE),1000,2,63.67965948637948
tydiqa,LESS (KNN-KDE),2500,0,64.5798948876083
tydiqa,LESS (KNN-KDE),2500,1,64.34771036038161
tydiqa,LESS (KNN-KDE),2500,2,63.86162622795012
tydiqa,LESS (KNN-KDE),5000,0,64.75969495465817
tydiqa,LESS (KNN-KDE),5000,1,64.35030388422118
tydiqa,LESS (KNN-KDE),5000,2,64.33716047565048
tydiqa,LESS (KNN-KDE),10000,0,64.60028664725934
tydiqa,LESS (KNN-KDE),10000,1,64.8498942953378
tydiqa,LESS (KNN-KDE),10000,2,64.41894960462045
mmlu_pro,Random,500,0,36.89328457446808
mmlu_pro,Random,500,1,37.00132978723404
mmlu_pro,Random,500,2,36.22839095744681
mmlu_pro,Random,1000,0,34.59940159574468
mmlu_pro,Random,1000,1,35.954122340425535
mmlu_pro,Random,1000,2,35.01496010638298
mmlu_pro,Random,2500,0,36.11203457446808
mmlu_pro,Random,2500,1,36.77692819148936
mmlu_pro,Random,2500,2,36.82679521276596
mmlu_pro,Random,5000,0,35.696476063829785
mmlu_pro,Random,5000,1,36.7686170212766
mmlu_pro,Random,5000,2,36.48603723404255
mmlu_pro,Random,10000,0,37.109375
mmlu_pro,Random,10000,1,37.117686170212764
mmlu_pro,Random,10000,2,36.652260638297875
mmlu_pro,EMBED (RR),500,0,36.99301861702128
mmlu_pro,EMBED (RR),500,1,37.101063829787236
mmlu_pro,EMBED (RR),500,2,37.125997340425535
mmlu_pro,EMBED (RR),1000,0,36.60239361702128
