dataset,method,num_samples,seed,true_metric
tydiqa,EMBED (RR),1000,2,68.81469914186503
tydiqa,EMBED (RR),2500,0,70.5781661209415
tydiqa,EMBED (RR),2500,1,70.29933053590088
tydiqa,EMBED (RR),2500,2,70.76518757009774
tydiqa,EMBED (RR),5000,0,71.15982760703587
tydiqa,EMBED (RR),5000,1,70.81415702100347
tydiqa,EMBED (RR),5000,2,71.18253771949718
tydiqa,EMBED (RR),10000,0,70.43847581030758
tydiqa,EMBED (RR),10000,1,70.32315504912043
tydiqa,EMBED (RR),10000,2,70.16409947467542
tydiqa,RDS+ (RR),500,0,66.46268980919756
tydiqa,RDS+ (RR),500,1,65.5955184127155
tydiqa,RDS+ (RR),500,2,66.34165691115179
tydiqa,RDS+ (RR),1000,0,65.93565519693357
tydiqa,RDS+ (RR),1000,1,67.0968534506707
tydiqa,RDS+ (RR),1000,2,66.06911245779095
tydiqa,RDS+ (RR),2500,0,69.70425806037811
tydiqa,RDS+ (RR),2500,1,70.2736509813213
tydiqa,RDS+ (RR),2500,2,70.5686762077135
tydiqa,RDS+ (RR),5000,0,71.51042298965476
tydiqa,RDS+ (RR),5000,1,70.67171122020548
tydiqa,RDS+ (RR),5000,2,71.41297839268461
tydiqa,RDS+ (RR),10000,0,70.71362260511675
tydiqa,RDS+ (RR),10000,1,70.7670520355113
tydiqa,RDS+ (RR),10000,2,70.902402004848
tydiqa,LESS (DG),500,0,71.57600083484692
tydiqa,LESS (DG),500,1,71.76259795207994
tydiqa,LESS (DG),500,2,71.6659850213671
tydiqa,LESS (DG),1000,0,71.6956127250272
tydiqa,LESS (DG),1000,1,71.64462286343529
tydiqa,LESS (DG),1000,2,71.9400270130565
tydiqa,LESS (DG),2500,0,71.12991637496255
tydiqa,LESS (DG),2500,1,71.42962574042376
tydiqa,LESS (DG),2500,2,71.33035216777886
tydiqa,LESS (DG),5000,0,72.06780345785367
tydiqa,LESS (DG),5000,1,72.18440787742244
tydiqa,LESS (DG),5000,2,72.06288816270322
tydiqa,LESS (DG),10000,0,71.7726098194467
tydiqa,LESS (DG),10000,1,71.84916508129831
tydiqa,LESS (DG),10000,2,71.8155809150767
tydiqa,LESS (UOT),500,0,71.57709643047163
tydiqa,LESS (UOT),500,1,71.6417193868462
tydiqa,LESS (UOT),500,2,71.57099039677703
tydiqa,LESS (UOT),1000,0,71.39642432334523
tydiqa,LESS (UOT),1000,1,71.82737381085578
tydiqa,LESS (UOT),1000,2,71.57960140482606
tydiqa,LESS (UOT),2500,0,71.30071008367077
tydiqa,LESS (UOT),2500,1,71.69765016616512
tydiqa,LESS (UOT),2500,2,71.36180888611077
tydiqa,LESS (UOT),5000,0,71.96862590772731
tydiqa,LESS (UOT),5000,1,71.94507008548625
tydiqa,LESS (UOT),5000,2,71.71473380366699
tydiqa,LESS (UOT),10000,0,72.31612678569266
tydiqa,LESS (UOT),10000,1,72.66673442191781
tydiqa,LESS (UOT),10000,2,72.37820107446039
tydiqa,LESS (RR),500,0,71.52749977760072
tydiqa,LESS (RR),500,1,71.88954556474975
tydiqa,LESS (RR),500,2,71.57495329418123
tydiqa,LESS (RR),1000,0,71.56373460279791
tydiqa,LESS (RR),1000,1,71.55124593128382
tydiqa,LESS (RR),1000,2,71.57023683875212
tydiqa,LESS (RR),2500,0,71.41289214976186
tydiqa,LESS (RR),2500,1,71.50033037572626
tydiqa,LESS (RR),2500,2,71.74428335334345
tydiqa,LESS (RR),5000,0,71.91748015171385
tydiqa,LESS (RR),5000,1,71.36141648643913
tydiqa,LESS (RR),5000,2,71.89529470244537
tydiqa,LESS (RR),10000,0,72.2833237562665
tydiqa,LESS (RR),10000,1,72.23778554688903
tydiqa,LESS (RR),10000,2,72.22122288749996
tydiqa,LESS (KNN-Unif.),500,0,72.177824157676
tydiqa,LESS (KNN-Unif.),500,1,72.41055134830268
tydiqa,LESS (KNN-Unif.),500,2,71.86365513800966
tydiqa,LESS (KNN-Unif.),1000,0,71.6463267481516
tydiqa,LESS (KNN-Unif.),1000,1,71.34912687237642
tydiqa,LESS (KNN-Unif.),1000,2,71.59109904824076
tydiqa,LESS (KNN-Unif.),2500,0,71.44674048778649
tydiqa,LESS (KNN-Unif.),2500,1,71.58244610576662
tydiqa,LESS (KNN-Unif.),2500,2,71.80256264070026
tydiqa,LESS (KNN-Unif.),5000,0,71.70661457491597
tydiqa,LESS (KNN-Unif.),5000,1,71.6540543118833
tydiqa,LESS (KNN-Unif.),5000,2,72.08263281121991
tydiqa,LESS (KNN-Unif.),10000,0,72.12492273407159
tydiqa,LESS (KNN-Unif.),10000,1,71.96985719355074
tydiqa,LESS (KNN-Unif.),10000,2,72.10236846018054
tydiqa,LESS (KNN-KDE),500,0,71.58890780165797
tydiqa,LESS (KNN-KDE),500,1,71.69767519448477
tydiqa,LESS (KNN-KDE),500,2,71.8577372754494
tydiqa,LESS (KNN-KDE),1000,0,71.28223044930218
tydiqa,LESS (KNN-KDE),1000,1,71.22610540842702
tydiqa,LESS (KNN-KDE),1000,2,71.41680306531396
tydiqa,LESS (KNN-KDE),2500,0,71.37619288377392
tydiqa,LESS (KNN-KDE),2500,1,71.23602764855649
